Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Milk_Yield_L
Red_Poll_Africa,Tropical,Extensive,106,419.5,5,Mid,51,Hay,6.6,4,46.9,3.31,4.3,11.2,14.7,19.9,97.1,Spring,0.73,0,0,1,0,1,0,1,1,5.47,3.0,8,7.63
Red_Poll_Africa,Tropical,Pastoral,115,369.0,6,Mid,216,Concentrates,7.4,2,94.6,3.02,3.8,5.3,10.4,17.8,44.6,Spring,0.37,1,0,1,0,1,1,0,0,3.72,3.5,6,4.69
Red_Sindhi,Mediterranean,Mixed,70,648.8,5,Early,169,Hay,6.2,2,38.1,2.86,3.1,10.0,5.0,14.3,45.8,Summer,0.42,1,1,1,0,1,0,1,1,3.94,3.5,24,4.36
Montbeliarde,Continental,Mixed,108,659.0,3,Early,128,Pasture_Grass,15.8,3,67.3,1.18,5.3,12.4,10.6,26.2,52.4,Summer,0.4,1,1,0,0,0,1,1,1,17.22,3.0,24,17.27
Holstein-Friesian,Continental,Mixed,37,692.0,4,Early,325,Hay,13.2,2,67.0,4.67,12.3,8.5,10.3,40.3,60.4,Monsoon,0.48,0,0,1,0,0,1,1,0,14.55,4.5,12,14.83
Rathi,Temperate,Intensive,85,466.3,2,Mid,130,Green_Fodder,8.0,3,80.6,4.74,8.2,9.0,12.6,19.7,86.7,Autumn,0.82,1,1,1,0,1,1,0,0,6.51,4.5,12,8.76
Australian_Milking_Zebu,Temperate,Semi_Intensive,49,651.1,6,Late,349,Concentrates,10.8,4,23.8,7.19,1.0,10.3,13.8,20.8,60.0,Spring,0.87,0,1,1,0,1,0,1,1,3.62,3.0,12,4.48
Jersey_Zebu_Cross,Mediterranean,Intensive,120,482.7,4,Mid,204,Pasture_Grass,15.7,2,75.4,4.6,8.6,7.5,10.5,27.7,65.2,Winter,0.84,1,1,1,1,1,1,0,0,9.84,2.5,12,7.54
Danish_Red,Temperate,Pastoral,78,726.4,6,Early,187,Silage,19.6,3,90.6,2.25,2.7,6.8,11.6,44.7,65.4,Autumn,0.31,0,0,0,0,0,0,1,1,18.24,3.5,12,19.06
Jersey,Continental,Semi_Intensive,140,363.5,1,Mid,13,Concentrates,10.9,3,74.7,2.46,4.9,6.2,9.1,8.2,57.2,Autumn,0.65,0,1,1,1,0,0,1,0,10.6,3.0,12,10.23
Kenana,Arid,Semi_Intensive,112,440.0,1,Mid,121,Crop_Residues,12.6,5,102.4,6.02,9.8,7.0,10.2,39.7,48.3,Winter,0.95,1,0,0,0,0,0,1,1,8.49,4.0,12,7.57
Gangatiri,Arid,Intensive,49,276.2,4,Early,313,Mixed_Feed,13.0,2,35.2,3.1,4.7,7.4,13.3,32.0,51.9,Winter,0.61,0,1,0,0,0,0,1,0,4.64,3.5,12,2.75
Fleckvieh,Arid,Extensive,115,337.8,5,Mid,137,Pasture_Grass,14.3,1,73.5,3.04,5.8,6.9,5.0,25.0,39.4,Winter,0.68,0,1,1,0,1,1,1,1,21.17,4.0,6,19.93
Ongole,Arid,Semi_Intensive,42,671.1,3,Mid,186,Green_Fodder,8.7,3,40.4,3.55,3.4,9.5,17.7,23.8,59.2,Spring,0.52,1,1,1,1,0,0,0,1,7.89,3.5,12,8.5
Ayrshire,Arid,Mixed,34,643.7,6,Early,93,Mixed_Feed,12.1,1,52.6,3.14,4.0,5.5,10.6,35.2,41.5,Winter,0.61,1,1,1,1,1,1,1,0,3.07,2.5,12,2.92
Butana,Tropical,Extensive,79,448.2,4,Mid,190,Mixed_Feed,5.0,2,87.4,6.29,2.8,9.7,10.4,11.4,69.1,Spring,0.78,0,1,1,0,1,1,0,0,10.31,3.5,12,10.65
Tipo_Carora,Tropical,Pastoral,86,520.4,3,Mid,134,Dry_Fodder,13.4,2,75.2,6.31,5.1,8.1,10.2,3.9,55.6,Autumn,0.62,0,1,1,0,0,0,1,0,10.95,3.0,12,10.69
Milking_Shorthorn,Mediterranean,Intensive,124,584.9,3,Mid,58,Green_Fodder,17.8,1,80.4,0.5,1.5,7.8,9.7,36.2,48.7,Autumn,0.4,0,1,0,1,0,1,1,1,9.7,3.5,12,7.8
Boran,Continental,Semi_Intensive,74,396.1,1,Early,321,Concentrates,10.0,3,80.3,6.41,2.8,5.1,13.2,31.6,39.1,Autumn,0.51,1,1,1,1,1,1,1,1,0.0,3.5,12,2.63
Girolando,Continental,Mixed,51,530.6,3,Late,6,Crop_Residues,8.9,1,52.9,7.52,4.7,6.7,9.3,30.2,49.6,Spring,0.39,1,1,0,1,1,0,1,1,13.36,4.0,12,12.1
Montbeliarde,Continental,Extensive,87,445.8,1,Early,153,Pasture_Grass,12.5,3,76.1,8.18,11.8,7.3,7.5,5.2,100.0,Spring,0.86,1,1,1,0,1,1,1,1,20.86,3.5,12,21.7
Red_Sindhi,Temperate,Extensive,75,419.1,2,Early,229,Mixed_Feed,14.1,2,27.7,7.33,2.1,10.8,6.8,17.9,80.1,Winter,0.42,1,0,0,1,1,0,1,1,2.9,4.0,12,4.11
Red_Poll_Africa,Subtropical,Semi_Intensive,71,687.3,5,Early,66,Dry_Fodder,12.2,3,58.6,2.8,8.2,6.1,12.1,9.1,57.4,Spring,0.57,0,0,1,0,1,1,0,0,5.44,4.0,8,5.22
Fleckvieh,Mediterranean,Extensive,34,387.1,4,Mid,233,Mixed_Feed,11.8,5,69.7,4.89,10.0,9.2,8.3,22.9,42.7,Summer,0.56,1,1,0,0,0,1,1,0,12.36,4.5,12,12.45
Red_Poll_Africa,Continental,Intensive,116,556.9,6,Mid,206,Hay,14.1,5,54.8,4.64,7.7,9.3,6.2,29.0,42.3,Autumn,0.99,0,0,1,0,0,0,1,0,0.23,3.5,12,1.51
Australian_Milking_Zebu,Mediterranean,Mixed,25,536.0,1,Mid,282,Mixed_Feed,10.1,2,57.0,2.74,3.8,9.2,10.1,33.1,39.2,Spring,0.89,0,1,0,0,1,1,0,0,4.64,2.5,12,7.03
Red_Sindhi,Subtropical,Intensive,128,748.8,4,Mid,51,Silage,15.9,1,87.5,7.33,4.8,8.3,9.3,35.7,43.1,Summer,0.63,1,1,1,0,1,0,1,1,5.53,3.0,8,5.93
Montbeliarde,Subtropical,Pastoral,59,592.4,3,Mid,224,Hay,13.2,3,79.2,1.04,7.1,9.0,11.5,24.8,36.0,Autumn,0.91,1,1,1,0,0,0,1,0,19.3,2.5,24,17.64
Kenana,Mediterranean,Mixed,75,435.9,3,Late,50,Pasture_Grass,13.4,1,58.5,5.26,2.8,8.7,11.2,23.3,67.3,Spring,0.32,1,0,0,0,1,1,1,0,0.84,3.0,12,2.21
Ayrshire,Continental,Extensive,34,376.1,3,Early,300,Green_Fodder,9.6,1,46.7,6.95,3.4,8.7,7.0,22.8,58.6,Winter,0.32,1,0,1,0,0,0,1,0,14.67,3.0,12,13.64
Ayrshire,Subtropical,Extensive,50,437.8,6,Mid,205,Green_Fodder,17.2,1,56.7,4.74,6.1,8.1,10.8,30.5,63.4,Autumn,0.55,0,0,1,1,1,0,1,1,15.79,3.0,8,15.53
Zebu_Cross_Brazil,Tropical,Semi_Intensive,79,385.5,3,Early,56,Green_Fodder,14.8,5,51.0,1.05,3.6,8.5,8.9,18.5,45.3,Spring,0.9,1,1,1,1,0,0,1,1,13.96,4.0,12,14.28
Brown_Swiss,Continental,Intensive,71,568.9,6,Early,327,Green_Fodder,18.0,1,80.9,7.81,2.4,4.1,5.8,6.6,51.6,Summer,0.79,0,0,1,0,1,0,1,1,18.47,3.5,12,16.83
Tipo_Carora,Temperate,Pastoral,73,557.2,5,Mid,286,Pasture_Grass,16.8,4,69.5,0.5,6.7,8.3,14.7,10.2,45.3,Spring,0.41,1,1,1,1,1,0,1,1,7.53,4.0,12,8.59
Butana,Mediterranean,Intensive,47,455.5,2,Early,114,Mixed_Feed,8.2,1,59.0,0.5,4.1,6.6,13.4,16.8,60.2,Monsoon,0.74,1,0,1,0,1,1,1,1,6.13,2.0,8,5.83
Deoni,Continental,Mixed,104,254.2,6,Mid,114,Green_Fodder,22.3,5,86.8,7.62,2.0,7.4,9.7,45.0,62.0,Spring,0.49,1,1,0,0,0,1,1,1,0.18,3.0,8,0.0
Danish_Red,Tropical,Pastoral,121,648.7,4,Mid,293,Concentrates,14.6,5,60.2,5.65,7.3,9.5,7.0,32.0,45.2,Summer,0.99,0,1,0,0,0,1,0,1,16.21,4.5,12,14.7
Fleckvieh,Subtropical,Intensive,141,541.0,3,Mid,169,Mixed_Feed,13.0,4,24.2,5.85,2.2,9.3,11.3,35.4,85.2,Winter,0.59,0,1,1,1,1,1,1,0,7.77,2.5,12,8.76
Butana,Continental,Mixed,106,398.0,3,Mid,315,Concentrates,16.2,3,88.8,1.84,5.3,11.1,7.7,36.8,71.8,Spring,0.35,1,1,1,1,1,1,1,1,2.25,3.0,12,4.23
White_Fulani,Arid,Intensive,48,485.7,3,Mid,177,Crop_Residues,12.5,1,58.7,3.45,8.7,9.2,12.3,18.3,70.5,Summer,0.6,1,1,0,0,1,0,1,1,1.74,4.0,8,2.55
Gir,Mediterranean,Pastoral,55,311.4,5,Mid,329,Dry_Fodder,8.0,2,72.1,5.52,1.6,7.0,12.4,25.6,77.5,Autumn,0.74,1,0,1,1,1,0,0,1,1.39,3.0,12,1.4
Illawarra_Shorthorn,Temperate,Semi_Intensive,73,440.7,1,Mid,219,Pasture_Grass,11.5,5,80.0,3.91,6.0,10.1,8.0,8.6,26.2,Summer,0.51,0,0,1,1,0,1,1,1,9.49,3.0,12,7.93
Hariana,Temperate,Pastoral,40,352.8,4,Early,193,Silage,13.8,2,39.4,7.49,5.6,7.8,10.0,1.4,49.9,Monsoon,0.68,0,1,1,1,1,0,0,0,8.94,3.5,12,9.16
NDama,Mediterranean,Pastoral,110,666.4,5,Early,287,Dry_Fodder,15.5,3,85.8,5.5,7.5,7.0,5.7,15.3,59.5,Autumn,0.36,0,1,1,0,0,1,0,1,0.0,3.0,12,0.92
Kenana,Continental,Semi_Intensive,130,317.5,6,Mid,364,Crop_Residues,8.9,1,91.2,5.21,2.7,6.7,12.4,23.0,19.7,Autumn,0.8,0,1,1,1,0,0,0,0,4.02,3.5,6,3.46
Fleckvieh,Subtropical,Mixed,38,640.0,1,Early,343,Concentrates,10.0,1,97.9,1.67,9.3,10.9,10.9,44.9,47.2,Monsoon,0.55,0,1,1,1,1,1,1,1,6.15,3.5,12,8.57
Krishna_Valley,Temperate,Intensive,38,672.9,6,Early,120,Dry_Fodder,9.2,3,70.0,4.32,8.4,9.5,9.3,7.4,57.0,Summer,0.68,0,1,1,0,0,1,0,1,3.94,3.0,12,3.88
White_Fulani,Mediterranean,Extensive,29,293.6,1,Late,235,Mixed_Feed,13.0,3,88.8,5.42,6.0,8.3,8.5,20.4,85.2,Autumn,0.47,1,1,0,0,0,0,0,1,6.44,3.0,12,4.88
Norwegian_Red,Mediterranean,Pastoral,121,743.1,5,Mid,59,Crop_Residues,14.7,1,22.0,1.02,9.4,9.5,5.3,35.5,32.6,Monsoon,0.62,1,1,0,0,1,0,1,1,12.2,4.0,8,12.94
Ayrshire,Continental,Pastoral,54,667.9,2,Early,70,Silage,15.7,4,98.3,2.53,8.0,10.3,12.8,18.8,44.6,Autumn,0.45,0,0,0,0,1,1,1,1,17.53,2.0,12,15.73
Ankole,Temperate,Mixed,66,512.6,6,Mid,70,Green_Fodder,14.6,3,72.1,0.98,7.2,8.7,12.7,27.9,55.9,Winter,0.59,1,1,1,0,1,0,0,0,4.49,3.0,8,4.72
Exotic_Local_Cross,Continental,Mixed,72,664.2,3,Mid,111,Concentrates,15.1,3,84.9,4.64,12.4,7.0,11.7,27.3,63.4,Summer,0.81,0,0,1,1,0,1,0,1,21.12,4.5,12,19.96
Illawarra_Shorthorn,Temperate,Pastoral,107,448.4,6,Early,341,Concentrates,6.9,3,75.0,2.23,7.7,7.0,11.4,21.7,65.5,Monsoon,0.52,0,1,0,1,1,0,1,0,5.17,3.5,12,4.01
Holstein-Friesian,Subtropical,Pastoral,79,283.3,2,Late,53,Mixed_Feed,19.0,2,70.0,4.0,6.3,6.9,8.9,11.5,64.4,Winter,0.69,0,1,1,1,0,1,1,1,16.2,4.0,24,14.97
Brown_Swiss,Arid,Semi_Intensive,27,393.5,3,Mid,8,Mixed_Feed,10.8,3,46.0,4.34,8.0,6.0,12.3,15.6,46.5,Spring,0.56,0,1,1,1,1,1,1,0,9.74,3.5,12,14.01
Australian_Friesian_Sahiwal,Arid,Pastoral,36,725.7,1,Mid,227,Pasture_Grass,17.8,3,41.9,2.79,7.9,8.3,13.2,29.6,48.4,Autumn,0.78,1,1,0,1,1,1,1,0,14.45,4.0,12,16.51
Kankrej,Arid,Mixed,84,458.7,4,Early,120,Pasture_Grass,14.9,3,61.4,3.13,6.4,11.0,5.0,22.7,41.0,Autumn,0.54,0,1,1,0,0,0,1,0,1.37,3.0,6,5.35
Jersey,Subtropical,Mixed,120,345.1,2,Mid,95,Concentrates,9.9,5,85.2,4.47,7.6,8.4,13.8,28.4,59.4,Summer,0.89,1,1,1,1,1,1,1,1,15.46,3.5,12,16.57
Normande,Arid,Pastoral,65,628.2,6,Early,189,Hay,18.7,4,64.9,4.3,3.0,7.5,13.6,27.0,73.0,Spring,0.52,1,1,1,0,0,0,1,0,21.82,5.0,8,19.3
Krishna_Valley,Temperate,Extensive,42,254.1,5,Early,30,Dry_Fodder,16.3,5,95.4,5.55,4.2,10.9,11.4,13.9,88.2,Spring,0.42,1,1,1,0,0,1,1,1,3.5,2.5,12,2.77
Normande,Temperate,Pastoral,102,706.5,3,Mid,214,Mixed_Feed,9.1,5,50.6,4.65,8.1,6.9,18.0,31.3,46.3,Winter,0.69,1,1,0,1,1,1,1,1,14.71,3.5,12,14.98
Krishna_Valley,Temperate,Intensive,101,399.2,6,Mid,348,Concentrates,15.4,5,104.9,5.39,4.0,9.4,11.3,23.1,96.2,Autumn,0.83,0,1,1,0,0,1,0,1,5.86,3.0,12,4.73
Normande,Mediterranean,Mixed,66,623.9,1,Early,168,Mixed_Feed,10.0,5,54.6,5.72,6.0,6.5,5.0,12.0,93.6,Monsoon,0.38,1,0,1,0,1,1,1,0,20.12,4.0,12,20.96
Hariana,Continental,Semi_Intensive,135,267.5,4,Late,157,Hay,14.2,1,87.8,5.82,8.4,9.6,8.6,18.7,59.7,Monsoon,0.92,0,0,1,1,1,1,1,0,3.74,2.5,12,6.62
Danish_Red,Tropical,Semi_Intensive,117,567.8,4,Early,143,Mixed_Feed,7.9,5,70.3,7.6,8.7,9.1,10.1,10.4,71.6,Winter,0.56,0,1,1,1,1,0,0,1,20.29,3.5,12,21.44
Butana,Continental,Extensive,124,388.4,2,Late,310,Silage,20.5,2,90.0,6.92,4.5,9.9,5.0,16.5,56.7,Autumn,0.63,0,0,0,1,0,1,0,1,2.84,3.0,12,4.66
Gangatiri,Continental,Pastoral,48,273.5,5,Early,158,Concentrates,9.0,4,40.5,2.99,11.6,11.9,10.1,-3.9,48.9,Autumn,0.34,1,1,1,0,1,1,1,0,3.32,3.5,12,5.9
Fleckvieh,Tropical,Pastoral,74,570.5,1,Early,78,Hay,9.8,4,76.3,6.37,1.0,8.9,9.7,30.8,43.6,Autumn,0.58,0,0,0,0,1,1,1,0,10.79,3.0,12,12.88
Butana,Arid,Extensive,104,416.9,3,Mid,223,Hay,10.6,5,90.7,7.07,7.6,6.1,9.0,17.7,64.5,Summer,0.7,0,1,1,1,1,0,1,0,8.26,3.0,12,7.43
Australian_Friesian_Sahiwal,Mediterranean,Pastoral,58,508.6,1,Mid,28,Hay,17.1,2,50.5,6.31,8.5,8.3,8.8,8.4,76.7,Winter,0.59,1,0,1,1,1,0,0,0,4.57,4.5,12,4.53
Illawarra_Shorthorn,Arid,Semi_Intensive,135,638.0,1,Mid,128,Silage,12.7,1,44.0,1.6,4.8,8.2,15.5,20.7,58.4,Spring,0.69,1,1,0,1,1,1,1,1,18.08,3.0,12,17.07
Deoni,Arid,Mixed,28,671.2,1,Mid,39,Crop_Residues,11.8,1,65.0,5.73,2.7,7.9,14.0,24.0,70.3,Winter,0.87,1,1,1,1,1,1,1,1,4.57,3.0,12,1.76
Rathi,Tropical,Semi_Intensive,44,263.8,5,Mid,316,Green_Fodder,12.4,4,48.6,2.28,10.3,10.1,14.5,24.5,68.0,Monsoon,0.5,0,1,0,1,1,1,1,0,2.78,3.0,12,2.82
Milking_Shorthorn,Arid,Intensive,39,339.6,2,Mid,212,Mixed_Feed,3.0,4,73.3,5.64,1.0,6.8,10.8,21.8,52.7,Monsoon,0.81,1,0,0,0,1,1,1,0,12.89,3.5,12,13.4
Holstein_Zebu_Cross,Continental,Pastoral,36,675.7,4,Early,183,Crop_Residues,20.6,2,48.0,2.97,11.0,10.8,6.3,25.6,98.6,Autumn,0.94,1,0,0,0,1,1,1,1,23.29,4.5,12,23.71
Simmental,Continental,Mixed,52,535.8,2,Late,46,Concentrates,8.5,3,68.7,1.09,7.6,10.2,11.7,18.9,38.8,Autumn,0.69,1,1,1,1,1,1,1,1,21.26,3.0,24,19.61
Jersey_Zebu_Cross,Continental,Mixed,90,390.8,4,Early,164,Dry_Fodder,17.0,4,52.2,5.87,4.0,7.8,8.0,20.9,65.9,Monsoon,0.92,1,1,0,0,0,0,1,0,14.51,3.5,12,15.62
Danish_Red,Continental,Semi_Intensive,32,280.4,5,Late,291,Pasture_Grass,9.8,5,74.5,2.99,1.0,7.5,8.3,3.6,28.3,Summer,0.98,0,1,1,0,1,0,1,1,8.93,3.0,12,10.34
Danish_Red,Continental,Extensive,105,263.6,1,Late,10,Concentrates,9.8,4,91.8,8.77,8.2,8.2,10.7,12.0,49.0,Winter,0.6,0,1,1,1,0,1,1,1,9.98,3.5,12,9.17
Australian_Milking_Zebu,Subtropical,Intensive,100,479.0,3,Late,288,Mixed_Feed,8.5,5,65.0,4.44,2.9,6.5,9.0,18.4,70.0,Autumn,0.38,1,0,0,0,0,0,1,1,3.76,3.5,24,3.2
Simmental,Continental,Pastoral,85,305.6,3,Mid,202,Pasture_Grass,11.8,1,72.4,3.77,1.0,8.1,13.6,27.9,91.0,Autumn,0.89,0,1,0,1,1,1,1,0,29.68,4.0,8,28.12
Kenana,Tropical,Mixed,138,710.3,3,Mid,149,Pasture_Grass,15.7,2,62.1,7.01,4.9,8.7,7.9,33.2,69.8,Winter,0.67,0,1,0,1,1,0,0,0,5.8,4.5,12,5.27
Africander,Mediterranean,Extensive,39,457.1,4,Mid,120,Pasture_Grass,9.3,2,111.1,3.29,4.0,9.1,9.3,2.5,28.5,Summer,0.49,0,0,1,1,1,1,1,1,2.54,3.5,12,3.39
Kankrej,Temperate,Semi_Intensive,45,705.3,2,Mid,265,Dry_Fodder,5.1,2,55.5,4.66,4.7,9.9,11.8,13.9,63.3,Spring,0.46,1,1,1,1,1,1,1,1,3.59,3.5,12,3.67
Australian_Friesian_Sahiwal,Arid,Extensive,73,606.4,2,Mid,61,Dry_Fodder,10.3,4,86.4,5.5,7.2,9.9,9.2,32.9,68.1,Summer,0.63,1,1,0,0,0,1,1,1,18.78,4.0,12,20.62
Butana,Tropical,Extensive,85,518.8,6,Early,302,Green_Fodder,8.8,5,50.8,5.03,3.2,7.9,10.7,33.4,61.1,Autumn,0.53,1,1,1,0,0,0,1,0,3.66,4.5,8,0.15
Holstein_Zebu_Cross,Arid,Intensive,107,710.5,1,Late,6,Silage,11.8,3,77.0,5.87,4.9,6.8,9.1,26.2,75.8,Spring,0.38,1,1,1,1,0,1,1,1,6.12,4.0,12,7.05
Gangatiri,Temperate,Intensive,83,383.1,2,Mid,92,Crop_Residues,11.0,4,67.9,3.56,5.6,11.4,12.8,11.7,59.3,Winter,0.5,1,0,1,0,1,1,1,1,4.12,3.0,12,4.76
Tharparkar,Arid,Mixed,140,361.1,2,Early,278,Crop_Residues,6.9,4,53.1,2.33,6.0,11.9,10.9,20.4,72.6,Spring,0.67,0,1,1,1,0,1,0,0,7.42,2.5,12,6.63
Kankrej,Arid,Extensive,119,407.4,1,Mid,100,Hay,6.2,1,49.0,5.94,5.0,9.1,5.0,9.3,33.8,Spring,0.69,0,0,1,1,1,1,0,0,4.02,3.0,12,4.88
Illawarra_Shorthorn,Tropical,Extensive,46,663.2,1,Early,119,Hay,12.1,5,40.2,6.83,4.4,7.6,10.0,9.4,54.8,Summer,0.61,0,0,0,1,0,0,0,0,4.13,3.5,12,4.13
Boran,Continental,Intensive,82,737.2,5,Mid,294,Concentrates,15.1,3,67.0,1.76,4.8,10.1,12.6,21.4,76.9,Autumn,0.47,0,0,0,1,0,0,1,1,4.54,2.5,12,3.32
Rathi,Mediterranean,Mixed,45,439.2,3,Mid,294,Hay,15.4,3,65.7,2.9,2.4,10.5,14.6,36.9,83.8,Autumn,0.75,1,1,1,0,1,0,0,0,6.08,3.5,8,3.48
Danish_Red,Tropical,Mixed,128,694.0,6,Late,343,Crop_Residues,11.1,1,60.1,5.76,13.6,4.3,6.7,45.0,82.2,Monsoon,0.55,0,0,0,0,1,1,0,1,6.8,3.5,12,6.65
Rathi,Subtropical,Intensive,136,458.9,3,Early,359,Mixed_Feed,7.3,1,50.6,4.25,7.1,7.4,7.7,27.7,76.8,Spring,0.97,1,1,0,0,1,1,1,1,6.76,3.5,12,6.84
White_Fulani,Temperate,Intensive,41,671.9,6,Late,222,Silage,10.3,2,28.1,9.0,4.7,5.1,5.0,25.4,72.1,Winter,0.85,0,0,1,0,0,1,1,1,3.64,3.5,8,4.84
Ayrshire,Temperate,Semi_Intensive,140,259.4,6,Mid,32,Mixed_Feed,12.1,1,89.3,3.62,2.9,6.5,12.0,15.5,57.5,Autumn,0.41,1,0,1,1,1,1,0,1,6.29,3.5,12,8.37
Kenana,Mediterranean,Semi_Intensive,37,267.6,5,Late,84,Concentrates,13.5,3,57.0,6.62,2.9,8.5,11.4,17.2,67.8,Spring,0.86,1,1,1,0,1,1,1,1,5.0,3.5,12,4.94
Africander,Arid,Pastoral,32,437.7,3,Early,190,Crop_Residues,17.0,2,69.3,5.84,8.2,8.2,9.2,12.0,76.4,Monsoon,0.62,0,1,1,0,0,0,1,1,0.51,2.5,12,1.09
Norwegian_Red,Temperate,Pastoral,50,251.4,5,Mid,354,Mixed_Feed,10.3,4,69.0,6.75,5.7,7.0,18.0,22.4,52.2,Monsoon,0.64,1,1,1,0,0,0,0,0,19.37,3.5,12,17.79
Ayrshire,Tropical,Mixed,129,356.7,3,Early,17,Dry_Fodder,10.9,1,81.6,5.88,8.0,6.6,8.7,15.8,85.0,Summer,0.5,1,1,1,0,0,0,0,0,17.14,4.5,12,16.84
Norwegian_Red,Temperate,Extensive,106,664.0,4,Mid,317,Green_Fodder,8.2,2,37.0,2.76,6.6,7.9,12.4,23.6,48.8,Autumn,0.42,0,1,1,1,1,1,0,1,9.73,3.0,12,10.41
Kenana,Arid,Intensive,94,568.7,2,Late,342,Dry_Fodder,7.3,3,62.6,6.2,3.8,6.0,11.1,21.6,44.6,Winter,0.66,0,0,0,0,0,1,0,0,5.45,5.0,24,5.9
Holstein-Friesian,Subtropical,Semi_Intensive,85,723.5,1,Early,53,Mixed_Feed,10.1,1,45.3,3.25,7.7,8.4,5.7,5.5,57.3,Autumn,0.78,1,1,0,1,1,1,1,0,28.21,3.5,12,27.02
Kenana,Subtropical,Mixed,56,723.0,3,Early,291,Dry_Fodder,11.2,1,53.3,8.11,9.8,10.9,6.0,1.5,74.8,Monsoon,0.86,1,0,1,1,1,0,1,0,5.96,3.0,12,7.6
Jersey,Subtropical,Pastoral,70,325.1,5,Late,119,Crop_Residues,9.8,3,87.2,0.7,9.4,7.6,11.3,34.8,64.4,Winter,0.57,1,1,0,1,1,0,0,1,9.63,3.0,12,9.64
Zebu_Cross_Brazil,Arid,Semi_Intensive,49,282.6,4,Mid,324,Dry_Fodder,5.8,1,83.8,5.15,8.5,8.0,10.9,28.7,80.7,Autumn,0.34,1,0,1,1,1,0,1,1,2.77,4.5,12,3.53
Butana,Tropical,Intensive,40,507.6,3,Mid,66,Green_Fodder,15.0,4,65.2,1.08,2.0,7.7,7.6,38.6,52.6,Monsoon,0.61,0,1,1,1,0,1,1,0,2.03,3.0,12,4.02
Australian_Friesian_Sahiwal,Temperate,Semi_Intensive,92,415.2,3,Early,268,Dry_Fodder,11.7,4,73.8,1.39,7.0,9.1,13.6,21.2,72.1,Autumn,0.42,0,1,0,0,1,0,1,0,17.85,3.0,12,15.57
Normande,Tropical,Extensive,60,731.9,4,Early,314,Crop_Residues,12.6,2,60.4,3.67,2.6,7.7,10.8,18.6,47.8,Winter,0.58,1,1,0,1,1,1,1,0,13.39,3.0,12,13.63
Australian_Friesian_Sahiwal,Continental,Pastoral,58,360.6,6,Mid,176,Dry_Fodder,9.2,2,33.5,1.39,3.1,8.6,7.7,30.2,80.0,Spring,0.82,1,0,1,0,1,1,1,0,20.07,3.5,12,17.98
Boran,Arid,Semi_Intensive,135,702.0,2,Mid,157,Hay,8.9,4,79.8,5.29,6.2,8.5,12.7,22.3,53.6,Monsoon,0.92,1,0,0,0,0,0,0,1,2.04,3.0,12,3.66
Guernsey,Subtropical,Extensive,111,539.5,3,Late,182,Dry_Fodder,10.4,1,53.5,1.89,6.4,7.3,9.3,19.2,63.9,Autumn,0.31,0,1,1,1,1,1,0,1,13.15,3.5,12,11.89
Red_Sindhi,Temperate,Intensive,115,718.8,5,Late,71,Concentrates,11.8,1,85.7,7.22,5.3,8.9,10.7,35.2,51.7,Autumn,0.8,0,1,0,1,1,0,0,1,7.09,4.0,12,7.37
Holstein_Zebu_Cross,Mediterranean,Semi_Intensive,97,261.6,6,Mid,81,Hay,8.8,2,85.9,3.91,8.2,8.3,10.7,2.5,62.5,Winter,0.84,0,1,1,0,1,1,0,0,12.06,3.0,12,11.99
Tharparkar,Tropical,Extensive,142,409.0,5,Late,173,Green_Fodder,7.5,3,64.3,4.74,1.3,6.8,9.4,14.6,47.7,Monsoon,0.44,0,1,0,1,0,1,1,0,3.73,3.0,12,4.36
Ayrshire,Continental,Extensive,132,316.1,2,Early,58,Silage,5.1,5,41.7,5.94,4.4,8.2,11.9,23.7,67.4,Monsoon,0.9,0,1,1,0,0,1,0,1,19.14,3.5,12,21.35
Australian_Milking_Zebu,Tropical,Intensive,120,380.9,5,Late,117,Dry_Fodder,21.8,5,78.1,4.08,8.6,8.2,17.1,40.7,84.0,Spring,0.88,1,0,0,0,0,0,0,1,3.38,4.0,8,2.47
Australian_Friesian_Sahiwal,Continental,Semi_Intensive,116,493.8,3,Mid,330,Dry_Fodder,11.6,5,53.5,2.45,3.4,5.6,8.5,35.8,87.0,Spring,0.78,0,1,1,1,1,0,1,0,8.44,3.5,12,9.71
Holstein_Zebu_Cross,Subtropical,Semi_Intensive,65,625.7,4,Mid,269,Concentrates,18.2,3,41.7,4.92,6.7,11.9,9.1,32.1,48.0,Winter,0.87,1,1,0,0,1,0,0,0,4.47,3.0,6,3.8
Jersey_Zebu_Cross,Subtropical,Extensive,69,460.7,1,Mid,115,Mixed_Feed,15.1,3,120.0,5.09,7.7,9.3,5.0,19.3,47.1,Summer,0.41,1,1,1,0,0,1,1,0,14.15,4.5,12,12.53
